date,strat_equity,idx_equity
2021-12-21,100000.0,100000.0
2021-12-22,101386.56838516235,101018.01972205788
2021-12-23,103149.53132919311,101646.7255634885
2021-12-27,106270.35031455994,103053.4080166795
2021-12-28,105178.85989501953,102949.30811690402
2021-12-29,104416.83142364502,103093.63225156047
2021-12-30,104078.17147071839,102785.40748777808
2021-12-31,103194.6904409027,102515.47451521657
2022-01-03,107978.25912078857,103168.91353501394
2022-01-04,112595.29860588073,103103.95612176621
2022-01-05,110074.36023780823,101104.48607343517
2022-01-06,110759.17923309325,101007.04470235799
2022-01-07,114544.59820327758,100597.9442790373
2022-01-10,115122.8516355896,100452.97949729789
2022-01-11,116639.02040267942,101373.12724941956
2022-01-12,117085.91916976927,101658.77182913039
2022-01-13,115624.55994033812,100210.78339270521
2022-01-14,117853.38870742798,100292.9542579033
2022-01-18,115678.1696321106,98448.77286151741
2022-01-19,112660.26940093993,97494.84935498917
2022-01-20,109076.75071090696,96418.76180142818
2022-01-21,107536.4686338501,94595.01809722985
2022-01-24,108577.52363385008,94857.21079273985
2022-01-25,106838.62363385009,93702.61771548822
2022-01-26,107550.6936338501,93562.37901878703
2022-01-27,106116.7436338501,93058.63086576732
2022-01-28,106778.6436338501,95324.38954997483
2022-01-31,108373.6136338501,97124.68136997233
2022-02-01,108332.3500338501,97791.24840376478
2022-02-02,108753.02003385009,98712.68795246357
2022-02-03,106138.3900338501,96304.97867852991
2022-02-04,106382.2500338501,96801.61669916988
2022-02-07,106395.51003385009,96443.28493157102
2022-02-08,107236.6500338501,97253.52495052577
2022-02-09,110011.71003385007,98665.37459002525
2022-02-10,106877.77003385012,96877.97973097654
2022-02-11,103279.5700338501,95040.25731747624
2022-02-14,103027.5000338501,94675.24601635667
2022-02-15,106160.9600338501,96167.96422206593
2022-02-16,106536.84003385011,96252.70817800704
2022-02-17,103848.3000338501,94214.73629023119
2022-02-18,103209.0200338501,93539.57828408034
2022-02-22,102347.4000338501,92590.81146144938
2022-02-23,101547.0200338501,90886.0180664578
2022-02-24,102836.6000338501,92245.38715721048
2022-02-25,103416.20003385011,94309.1634692951
2022-02-28,102937.4000338501,94078.8035821204
2022-03-01,102937.4000338501,92623.07486864371
2022-03-02,102937.4000338501,94349.8183030351
2022-03-03,102937.4000338501,93854.04148011321
2022-03-04,102937.4000338501,93109.39952148915
2022-03-07,102937.4000338501,90360.98152594363
2022-03-08,102937.4000338501,89707.33245792236
2022-03-09,102937.4000338501,92012.65372510548
2022-03-10,102937.4000338501,91617.75256172188
2022-03-11,102937.4000338501,90430.24492778175
2022-03-14,102937.4000338501,89759.16185717499
2022-03-15,102937.4000338501,91680.77753130952
2022-03-16,102937.4000338501,93732.93817661128
2022-03-17,102937.4000338501,94890.33539765226
2022-03-18,102937.4000338501,95996.97446538263
2022-03-21,102937.4000338501,95955.24838570063
2022-03-22,102937.4000338501,97039.9374140312
2022-03-23,101620.54928220216,95848.99549162995
2022-03-24,105979.59916440431,97223.84513648566
2022-03-25,105570.64973508302,97716.39771917036
2022-03-28,106322.46919888917,98414.577010663
2022-03-29,109059.52150845948,99620.79994135453
2022-03-30,105362.101146521,98993.8164953601
2022-03-31,101522.71929654543,97444.31175231366
2022-04-01,99920.93011044923,97776.61854496865
2022-04-04,101354.94855924073,98567.72317072414
2022-04-05,97649.89076444093,97330.52862941538
2022-04-06,96184.84944974366,96384.77599879769
2022-04-07,95794.94840604249,96794.73761983645
2022-04-08,93574.82898343507,96538.13220708276
2022-04-11,92467.62746671143,94908.83014376856
2022-04-12,92437.31759885255,94584.4841788002
2022-04-13,92619.17680600587,95641.42583675073
2022-04-14,91644.92680600587,94479.94317775447
2022-04-18,91696.88799527589,94460.5872339201
2022-04-19,91696.88799527589,95977.39797091315
2022-04-20,91696.88799527589,95918.03834283294
2022-04-21,91696.88799527589,94502.96446309626
2022-04-22,91696.88799527589,91881.44710203292
2022-04-25,91696.88799527589,92404.98179774603
2022-04-26,91696.88799527589,89804.12267950538
2022-04-27,91696.88799527589,89992.53593636295
2022-04-28,91696.88799527589,92219.57223049054
2022-04-29,91696.88799527589,88873.43050654285
2022-05-02,91696.88799527589,89377.80880423432
2022-05-03,91696.88799527589,89810.14056112073
2022-05-04,91696.88799527589,92492.08879620627
2022-05-05,91696.88799527589,89194.77278190914
2022-05-06,91696.88799527589,88688.6615863703
2022-05-09,91696.88799527589,85847.33401017873
2022-05-10,91696.88799527589,86058.33795351906
2022-05-11,91696.88799527589,84641.54167834623
2022-05-12,91696.88799527589,84531.84924460882
2022-05-13,91696.88799527589,86549.59873962664
2022-05-16,91696.88799527589,86208.0393227079
2022-05-17,91696.88799527589,87946.8237715356
2022-05-18,91696.88799527589,84394.18888985628
2022-05-19,91696.88799527589,83901.8516066011
2022-05-20,91696.88799527589,83914.11317167252
2022-05-23,91696.88799527589,85471.14289234094
2022-05-24,91696.88799527589,84777.04903880357
2022-05-25,91696.88799527589,85578.25698412971
2022-05-26,91696.88799527589,87279.83139008969
2022-05-27,91696.88799527589,89439.33192902092
2022-05-31,91696.88799527589,88878.15659158108
2022-06-01,91696.88799527589,88213.10190500086
2022-06-02,91696.88799527589,89838.95917744275
2022-06-03,91696.88799527589,88370.33350301729
2022-06-06,91696.88799527589,88647.58665618247
2022-06-07,91696.88799527589,89491.81247776771
2022-06-08,91696.88799527589,88525.84270559756
2022-06-09,91696.88799527589,86419.04326604823
2022-06-10,91696.88799527589,83903.35870260774
2022-06-13,91696.88799527589,80650.55715816516
2022-06-14,91696.88799527589,80346.20778411411
2022-06-15,91696.88799527589,81518.66021160469
2022-06-16,91696.88799527589,78868.32948542491
2022-06-17,91696.88799527589,79041.90808646803
2022-06-21,91696.88799527589,80976.63602098088
2022-06-22,91696.88799527589,80871.23907342266
2022-06-23,91696.88799527589,81642.12130642013
2022-06-24,91696.88799527589,84137.37342887867
2022-06-27,91696.88799527589,83887.22699901057
2022-06-28,91696.88799527589,82197.48355926295
2022-06-29,91696.88799527589,82138.97987769522
2022-06-30,91696.88799527589,81419.50169629694
2022-07-01,91696.88799527589,82278.78797553736
2022-07-05,91696.88799527589,82409.12814968625
2022-07-06,91696.88799527589,82703.58950359619
2022-07-07,91696.88799527589,83941.21464376399
2022-07-08,91696.88799527589,83871.52064306683
2022-07-11,91696.88799527589,82904.69492438421
2022-07-12,91696.88799527589,82138.33397940666
2022-07-13,91696.88799527589,81772.25143234509
2022-07-14,91696.88799527589,81527.04638694474
2022-07-15,91696.88799527589,83092.46753415883
2022-07-18,91696.88799527589,82397.51773410899
2022-07-19,91696.88799527589,84674.02038497008
2022-07-20,91696.88799527589,85173.2419987643
2022-07-21,91696.88799527589,86013.16708296475
2022-07-22,91696.88799527589,85210.45204163197
2022-07-25,91696.88799527589,85322.51802029969
2022-07-26,91696.88799527589,84337.62290315422
2022-07-27,91696.88799527589,86543.5808580113
2022-07-28,91696.88799527589,87593.6434366284
2022-07-29,91696.88799527589,88838.15290733523
2022-08-01,91696.88799527589,88587.35532797297
2022-08-02,91696.88799527589,87997.15132598717
2022-08-03,91696.88799527589,89373.29276742
2022-08-04,91696.88799527589,89303.81931735798
2022-08-05,91696.88799527589,89158.63398498345
2022-08-08,91696.88799527589,89048.29565295749
2022-08-09,91696.88799527589,88669.9567920301
2022-08-10,91696.88799527589,90557.79671175807
2022-08-11,91696.88799527589,90493.91054445234
